wall_time,iter,epoch,tag,value
1786920418.7032998,20,0,Loss/l_ce,64.47666931152344
1786920418.7035277,20,0,Loss/l_total,64.47666931152344
1786920418.7035575,20,0,LR,0.0001
1786920455.9594893,40,0,Loss/l_ce,1.0526905059814453
1786920455.9596791,40,0,Loss/l_total,1.0526905059814453
1786920455.9597044,40,0,LR,0.0001
1786920493.9459505,60,0,Loss/l_ce,1.2578678131103516
1786920493.9461677,60,0,Loss/l_total,1.2578678131103516
1786920493.946194,60,0,LR,0.0001
1786920533.563902,80,0,Loss/l_ce,0.6901552677154541
1786920533.5641143,80,0,Loss/l_total,0.6901552677154541
1786920533.5641406,80,0,LR,0.0001
1786920575.64217,100,0,Loss/l_ce,0.9416623115539551
1786920575.6423705,100,0,Loss/l_total,0.9416623115539551
1786920575.642393,100,0,LR,0.0001
1786920607.4066494,120,0,Loss/l_ce,0.35930466651916504
1786920607.4068582,120,0,Loss/l_total,0.35930466651916504
1786920607.4068809,120,0,LR,0.0001
1786920640.6688676,140,0,Loss/l_ce,0.457613468170166
1786920640.669048,140,0,Loss/l_total,0.457613468170166
1786920640.669074,140,0,LR,0.0001
1786920674.7097027,160,0,Loss/l_ce,0.6015400886535645
1786920674.7099102,160,0,Loss/l_total,0.6015400886535645
1786920674.7099319,160,0,LR,0.0001
1786920710.6815724,180,0,Loss/l_ce,1.2260689735412598
1786920710.6817992,180,0,Loss/l_total,1.2260689735412598
1786920710.681829,180,0,LR,0.0001
1786920748.310669,200,0,Loss/l_ce,1.3575406074523926
1786920748.3108613,200,0,Loss/l_total,1.3575406074523926
1786920748.3108838,200,0,LR,0.0001
1786920784.731002,220,0,Loss/l_ce,0.5925827026367188
1786920784.7312312,220,0,Loss/l_total,0.5925827026367188
1786920784.731255,220,0,LR,0.0001
1786920816.6979375,240,0,Loss/l_ce,1.0474326610565186
1786920816.6981463,240,0,Loss/l_total,1.0474326610565186
1786920816.6981714,240,0,LR,0.0001
1786920851.0304534,260,0,Loss/l_ce,0.351116418838501
1786920851.030685,260,0,Loss/l_total,0.351116418838501
1786920851.0307064,260,0,LR,0.0001
1786920883.9744256,280,0,Loss/l_ce,0.8566555976867676
1786920883.9746737,280,0,Loss/l_total,0.8566555976867676
1786920883.9746988,280,0,LR,0.0001
1786920918.305092,300,0,Loss/l_ce,0.5730125904083252
1786920918.3052857,300,0,Loss/l_total,0.5730125904083252
1786920918.3053093,300,0,LR,0.0001
1786920951.9914308,320,0,Loss/l_ce,0.6132187843322754
1786920951.9916716,320,0,Loss/l_total,0.6132187843322754
1786920951.9916954,320,0,LR,0.0001
1786920983.5433369,340,0,Loss/l_ce,1.1282227039337158
