wall_time,iter,epoch,tag,value
1787769567.3816204,20,0,Loss/l_ce,12.928339004516602
1787769567.381945,20,0,Loss/l_total,12.928339004516602
1787769567.3819745,20,0,LR,0.0001
1787769575.7743444,40,0,Loss/l_ce,4.777945041656494
1787769575.774526,40,0,Loss/l_total,4.777945041656494
1787769575.7745512,40,0,LR,0.0001
1787769585.573983,60,0,Loss/l_ce,1.5931355953216553
1787769585.574313,60,0,Loss/l_total,1.5931355953216553
1787769585.5743377,60,0,LR,0.0001
1787769606.6760519,80,0,Loss/l_ce,0.3493373394012451
1787769606.6763763,80,0,Loss/l_total,0.3493373394012451
1787769606.6764011,80,0,LR,0.0001
1787769616.0112875,100,0,Loss/l_ce,0.5841896533966064
1787769616.0116048,100,0,Loss/l_total,0.5841896533966064
1787769616.0116272,100,0,LR,0.0001
1787769636.0032625,120,0,Loss/l_ce,0.07069993019104004
1787769636.0035698,120,0,Loss/l_total,0.07069993019104004
1787769636.003596,120,0,LR,0.0001
1787769650.3931983,140,0,Loss/l_ce,0.8660862445831299
1787769650.3934689,140,0,Loss/l_total,0.8660862445831299
1787769650.3934977,140,0,LR,0.0001
1787769661.6900766,160,0,Loss/l_ce,0.19643115997314453
1787769661.6903036,160,0,Loss/l_total,0.19643115997314453
1787769661.6903274,160,0,LR,0.0001
1787769669.7010255,180,0,Loss/l_ce,1.698828935623169
1787769669.7013412,180,0,Loss/l_total,1.698828935623169
1787769669.7013662,180,0,LR,0.0001
1787769678.9668703,200,0,Loss/l_ce,0.9299030303955078
1787769678.9671898,200,0,Loss/l_total,0.9299030303955078
1787769678.9672158,200,0,LR,0.0001
1787769686.7170234,220,0,Loss/l_ce,0.3825795650482178
1787769686.7172194,220,0,Loss/l_total,0.3825795650482178
1787769686.7172408,220,0,LR,0.0001
1787769694.5399587,240,0,Loss/l_ce,1.1562621593475342
1787769694.5401902,240,0,Loss/l_total,1.1562621593475342
1787769694.5402153,240,0,LR,0.0001
1787769702.1652622,260,0,Loss/l_ce,0.23128628730773926
1787769702.1655438,260,0,Loss/l_total,0.23128628730773926
1787769702.165571,260,0,LR,0.0001
1787769710.1915166,280,0,Loss/l_ce,0.1999053955078125
1787769710.1917756,280,0,Loss/l_total,0.1999053955078125
1787769710.1917994,280,0,LR,0.0001
1787769718.1393316,300,0,Loss/l_ce,0.19667959213256836
1787769718.1395392,300,0,Loss/l_total,0.19667959213256836
1787769718.139563,300,0,LR,0.0001
1787769726.0055165,320,0,Loss/l_ce,0.332474946975708
1787769726.0057244,320,0,Loss/l_total,0.332474946975708
1787769726.005748,320,0,LR,0.0001
1787769733.9426267,340,0,Loss/l_ce,0.5432162284851074
1787769733.9427848,340,0,Loss/l_total,0.5432162284851074
1787769733.9428072,340,0,LR,0.0001
1787769742.0487874,360,0,Loss/l_ce,0.4113199710845947
1787769742.0489693,360,0,Loss/l_total,0.4113199710845947
1787769742.0489964,360,0,LR,0.0001
1787769749.7305374,380,0,Loss/l_ce,0.3853917121887207
1787769749.73073,380,0,Loss/l_total,0.3853917121887207
1787769749.7307534,380,0,LR,0.0001
1787769757.7108915,400,0,Loss/l_ce,0.47609710693359375
1787769757.7110806,400,0,Loss/l_total,0.47609710693359375
1787769757.7111065,400,0,LR,0.0001
1787769765.5357938,420,0,Loss/l_ce,0.4197714328765869
1787769765.5360155,420,0,Loss/l_total,0.4197714328765869
1787769765.5360641,420,0,LR,0.0001
1787769773.4397762,440,0,Loss/l_ce,0.12295365333557129
1787769773.4399238,440,0,Loss/l_total,0.12295365333557129
1787769773.4399462,440,0,LR,0.0001
1787769781.2760658,460,0,Loss/l_ce,0.4850292205810547
1787769781.2762413,460,0,Loss/l_total,0.4850292205810547
1787769781.276264,460,0,LR,0.0001
1787769789.0832736,480,0,Loss/l_ce,1.5944857597351074
1787769789.0834303,480,0,Loss/l_total,1.5944857597351074
1787769789.0834541,480,0,LR,0.0001
1787769796.6643274,500,0,Loss/l_ce,0.06879115104675293
1787769796.6644876,500,0,Loss/l_total,0.06879115104675293
1787769796.6645093,500,0,LR,0.0001
1787769804.6307597,520,0,Loss/l_ce,0.8554043769836426
1787769804.6309247,520,0,Loss/l_total,0.8554043769836426
1787769804.6309483,520,0,LR,0.0001
1787769812.4926033,540,0,Loss/l_ce,0.45307230949401855
1787769812.4927921,540,0,Loss/l_total,0.45307230949401855
1787769812.4928145,540,0,LR,0.0001
1787769820.5313027,560,0,Loss/l_ce,0.26262617111206055
1787769820.5318015,560,0,Loss/l_total,0.26262617111206055
1787769820.5318203,560,0,LR,0.0001
1787769828.4933717,580,0,Loss/l_ce,0.11018610000610352
1787769828.4936054,580,0,Loss/l_total,0.11018610000610352
1787769828.4936304,580,0,LR,0.0001
1787769836.3915417,600,0,Loss/l_ce,0.08951807022094727
1787769836.391707,600,0,Loss/l_total,0.08951807022094727
1787769836.3917272,600,0,LR,0.0001
1787769844.3247848,620,0,Loss/l_ce,0.11476922035217285
1787769844.3250246,620,0,Loss/l_total,0.11476922035217285
1787769844.325066,620,0,LR,0.0001
1787769852.2623885,640,0,Loss/l_ce,0.22239947319030762
1787769852.2625713,640,0,Loss/l_total,0.22239947319030762
1787769852.2625952,640,0,LR,0.0001
1787769860.1198146,660,0,Loss/l_ce,0.30249691009521484
1787769860.12002,660,0,Loss/l_total,0.30249691009521484
1787769860.1200593,660,0,LR,0.0001
1787769868.2824852,680,0,Loss/l_ce,0.1890254020690918
1787769868.282642,680,0,Loss/l_total,0.1890254020690918
1787769868.282663,680,0,LR,0.0001
1787769876.4764102,700,0,Loss/l_ce,0.8228106498718262
1787769876.4766474,700,0,Loss/l_total,0.8228106498718262
1787769876.4766712,700,0,LR,0.0001
1787769885.1533823,720,0,Loss/l_ce,0.45855069160461426
