wall_time,iter,epoch,tag,value
1786110292.9274921,20,0,Loss/l_ce,1.418895959854126
1786110292.9278126,20,0,Loss/l_total,1.418895959854126
1786110292.927841,20,0,LR,0.0001
1786110297.3171625,40,0,Loss/l_ce,1.0497715473175049
1786110297.3173597,40,0,Loss/l_total,1.0497715473175049
1786110297.3173857,40,0,LR,0.0001
1786110301.386941,60,0,Loss/l_ce,1.2856059074401855
1786110301.3872411,60,0,Loss/l_total,1.2856059074401855
1786110301.3872805,60,0,LR,0.0001
1786110305.6697261,80,0,Loss/l_ce,0.27727651596069336
1786110305.6698878,80,0,Loss/l_total,0.27727651596069336
1786110305.6699102,80,0,LR,0.0001
1786110310.15739,100,0,Loss/l_ce,3.628849983215332
1786110310.1576002,100,0,Loss/l_total,3.628849983215332
1786110310.1576228,100,0,LR,0.0001
1786110314.8469646,120,0,Loss/l_ce,0.8381268978118896
1786110314.8472009,120,0,Loss/l_total,0.8381268978118896
1786110314.8472269,120,0,LR,0.0001
1786110319.1924176,140,0,Loss/l_ce,0.42121386528015137
1786110319.1927109,140,0,Loss/l_total,0.42121386528015137
1786110319.1927407,140,0,LR,0.0001
1786110324.0650017,160,0,Loss/l_ce,0.3841581344604492
1786110324.0652428,160,0,Loss/l_total,0.3841581344604492
1786110324.0652678,160,0,LR,0.0001
1786110328.8103635,180,0,Loss/l_ce,0.6647295951843262
1786110328.8105748,180,0,Loss/l_total,0.6647295951843262
1786110328.8105986,180,0,LR,0.0001
1786110333.0103884,200,0,Loss/l_ce,0.44087743759155273
1786110333.0105712,200,0,Loss/l_total,0.44087743759155273
1786110333.010594,200,0,LR,0.0001
1786110337.6100976,220,0,Loss/l_ce,0.47767210006713867
1786110337.6102993,220,0,Loss/l_total,0.47767210006713867
1786110337.610322,220,0,LR,0.0001
1786110342.4854114,240,0,Loss/l_ce,0.43916869163513184
1786110342.4855585,240,0,Loss/l_total,0.43916869163513184
1786110342.4855814,240,0,LR,0.0001
1786110347.0488617,260,0,Loss/l_ce,0.6512806415557861
1786110347.049116,260,0,Loss/l_total,0.6512806415557861
1786110347.0491407,260,0,LR,0.0001
1786110352.9056516,280,0,Loss/l_ce,0.14702510833740234
1786110352.9058366,280,0,Loss/l_total,0.14702510833740234
1786110352.905859,280,0,LR,0.0001
1786110357.3509774,300,0,Loss/l_ce,0.3992953300476074
1786110357.3511984,300,0,Loss/l_total,0.3992953300476074
1786110357.3512223,300,0,LR,0.0001
1786110362.736234,320,0,Loss/l_ce,1.97385835647583
1786110362.7363977,320,0,Loss/l_total,1.97385835647583
1786110362.7364225,320,0,LR,0.0001
1786110369.2412825,340,0,Loss/l_ce,0.43302202224731445
1786110369.2414916,340,0,Loss/l_total,0.43302202224731445
1786110369.2415128,340,0,LR,0.0001
1786110373.267567,360,0,Loss/l_ce,0.12437987327575684
1786110373.2677176,360,0,Loss/l_total,0.12437987327575684
1786110373.2677402,360,0,LR,0.0001
1786110377.4501994,380,0,Loss/l_ce,0.18750953674316406
1786110377.4503632,380,0,Loss/l_total,0.18750953674316406
1786110377.4503844,380,0,LR,0.0001
1786110381.9857054,400,0,Loss/l_ce,0.4615058898925781
1786110381.9858706,400,0,Loss/l_total,0.4615058898925781
1786110381.9858944,400,0,LR,0.0001
1786110386.4588764,420,0,Loss/l_ce,0.2685508728027344
1786110386.4590273,420,0,Loss/l_total,0.2685508728027344
1786110386.4593797,420,0,LR,0.0001
1786110390.5259445,440,0,Loss/l_ce,0.3183441162109375
1786110390.5261345,440,0,Loss/l_total,0.3183441162109375
1786110390.5261688,440,0,LR,0.0001
1786110394.652501,460,0,Loss/l_ce,0.3599262237548828
1786110394.6526482,460,0,Loss/l_total,0.3599262237548828
1786110394.6526706,460,0,LR,0.0001
1786110399.278917,480,0,Loss/l_ce,0.28714656829833984
1786110399.2791548,480,0,Loss/l_total,0.28714656829833984
1786110399.2791843,480,0,LR,0.0001
1786110404.8083959,500,0,Loss/l_ce,1.8671975135803223
1786110404.808582,500,0,Loss/l_total,1.8671975135803223
1786110404.8086047,500,0,LR,0.0001
1786110410.556383,520,0,Loss/l_ce,0.3930830955505371
1786110410.5566454,520,0,Loss/l_total,0.3930830955505371
1786110410.5566714,520,0,LR,0.0001
1786110415.0115142,540,0,Loss/l_ce,0.2986721992492676
1786110415.0119674,540,0,Loss/l_total,0.2986721992492676
1786110415.0119963,540,0,LR,0.0001
1786110419.1853702,560,0,Loss/l_ce,0.2815244197845459
1786110419.1855507,560,0,Loss/l_total,0.2815244197845459
1786110419.1856015,560,0,LR,0.0001
1786110424.372505,580,0,Loss/l_ce,0.28932833671569824
1786110424.3727124,580,0,Loss/l_total,0.28932833671569824
1786110424.372734,580,0,LR,0.0001
1786110433.5123677,600,0,Loss/l_ce,3.280745267868042
1786110433.5125575,600,0,Loss/l_total,3.280745267868042
1786110433.5125778,600,0,LR,0.0001
1786110438.8778853,620,0,Loss/l_ce,3.765145778656006
1786110438.8780813,620,0,Loss/l_total,3.765145778656006
1786110438.8781052,620,0,LR,0.0001
1786110443.2449927,640,0,Loss/l_ce,0.24985122680664062
1786110443.2452078,640,0,Loss/l_total,0.24985122680664062
1786110443.2452304,640,0,LR,0.0001
1786110449.91365,660,0,Loss/l_ce,0.28603243827819824
1786110449.9139526,660,0,Loss/l_total,0.28603243827819824
1786110449.9139776,660,0,LR,0.0001
1786110454.7245722,680,0,Loss/l_ce,0.1613445281982422
1786110454.724736,680,0,Loss/l_total,0.1613445281982422
1786110454.7247598,680,0,LR,0.0001
1786110458.9689167,700,0,Loss/l_ce,0.2119612693786621
1786110458.9691257,700,0,Loss/l_total,0.2119612693786621
1786110458.9691484,700,0,LR,0.0001
1786110466.5582876,720,0,Loss/l_ce,0.39843225479125977
1786110466.5584466,720,0,Loss/l_total,0.39843225479125977
1786110466.558469,720,0,LR,0.0001
1786110470.9787295,740,0,Loss/l_ce,0.24785232543945312
1786110470.9790678,740,0,Loss/l_total,0.24785232543945312
1786110470.9790988,740,0,LR,0.0001
1786110477.4657648,760,0,Loss/l_ce,0.2736835479736328
1786110477.4659562,760,0,Loss/l_total,0.2736835479736328
1786110477.4659774,760,0,LR,0.0001
1786110490.6528614,780,0,Loss/l_ce,0.3648080825805664
1786110490.6531427,780,0,Loss/l_total,0.3648080825805664
1786110490.6531653,780,0,LR,0.0001
1786110500.5661018,800,0,Loss/l_ce,0.20984458923339844
1786110500.566311,800,0,Loss/l_total,0.20984458923339844
1786110500.5663335,800,0,LR,0.0001
1786110529.3515487,812,0,Val/dense_error,0.09730824828147888
1786110529.3517966,812,0,Val/auc,0.544025235642618
1786110529.3518229,812,0,Val/pck_max,0.1
1786110529.3518422,812,0,Val/pck_n,100.0
1786110533.6162996,820,1,Loss/l_ce,0.29567909240722656
1786110533.616454,820,1,Loss/l_total,0.29567909240722656
1786110533.6164763,820,1,LR,9.99931462820376e-05
1786110540.3811529,840,1,Loss/l_ce,0.3111405372619629
1786110540.3813999,840,1,Loss/l_total,0.3111405372619629
1786110540.3814223,840,1,LR,9.99931462820376e-05
1786110550.8870146,860,1,Loss/l_ce,0.2064054012298584
1786110550.8872995,860,1,Loss/l_total,0.2064054012298584
1786110550.8873243,860,1,LR,9.99931462820376e-05
1786110558.6751246,880,1,Loss/l_ce,0.27521276473999023
1786110558.6753325,880,1,Loss/l_total,0.27521276473999023
1786110558.6753564,880,1,LR,9.99931462820376e-05
1786110567.6644642,900,1,Loss/l_ce,0.4070127010345459
1786110567.6646645,900,1,Loss/l_total,0.4070127010345459
1786110567.664692,900,1,LR,9.99931462820376e-05
1786110572.146927,920,1,Loss/l_ce,0.41575098037719727
1786110572.147104,920,1,Loss/l_total,0.41575098037719727
1786110572.1471279,920,1,LR,9.99931462820376e-05
1786110578.9540043,940,1,Loss/l_ce,0.34877681732177734
1786110578.9543023,940,1,Loss/l_total,0.34877681732177734
1786110578.9543273,940,1,LR,9.99931462820376e-05
1786110590.1951232,960,1,Loss/l_ce,0.3383917808532715
1786110590.1953142,960,1,Loss/l_total,0.3383917808532715
1786110590.1953368,960,1,LR,9.99931462820376e-05
1786110599.7323024,980,1,Loss/l_ce,0.2506978511810303
1786110599.7325504,980,1,Loss/l_total,0.2506978511810303
1786110599.732573,980,1,LR,9.99931462820376e-05
1786110609.9557588,1000,1,Loss/l_ce,0.6180474758148193
1786110609.955963,1000,1,Loss/l_total,0.6180474758148193
1786110609.955988,1000,1,LR,9.99931462820376e-05
1786110618.0975587,1020,1,Loss/l_ce,0.29616284370422363
1786110618.0978343,1020,1,Loss/l_total,0.29616284370422363
1786110618.0978591,1020,1,LR,9.99931462820376e-05
1786110628.8597426,1040,1,Loss/l_ce,0.734400749206543
1786110628.8599458,1040,1,Loss/l_total,0.734400749206543
1786110628.8599682,1040,1,LR,9.99931462820376e-05
1786110637.2435112,1060,1,Loss/l_ce,0.4163815975189209
1786110637.2437818,1060,1,Loss/l_total,0.4163815975189209
1786110637.2438056,1060,1,LR,9.99931462820376e-05
1786110647.6701488,1080,1,Loss/l_ce,2.9999520778656006
1786110647.6703982,1080,1,Loss/l_total,2.9999520778656006
1786110647.6704183,1080,1,LR,9.99931462820376e-05
1786110655.3527157,1100,1,Loss/l_ce,0.3191075325012207
1786110655.3529224,1100,1,Loss/l_total,0.3191075325012207
1786110655.3529427,1100,1,LR,9.99931462820376e-05
1786110664.2469304,1120,1,Loss/l_ce,0.2060236930847168
1786110664.2471714,1120,1,Loss/l_total,0.2060236930847168
1786110664.2472045,1120,1,LR,9.99931462820376e-05
1786110675.2284153,1140,1,Loss/l_ce,0.3518061637878418
1786110675.2285767,1140,1,Loss/l_total,0.3518061637878418
1786110675.2285993,1140,1,LR,9.99931462820376e-05
1786110682.672191,1160,1,Loss/l_ce,0.2947373390197754
1786110682.672362,1160,1,Loss/l_total,0.2947373390197754
1786110682.6723855,1160,1,LR,9.99931462820376e-05
1786110693.9294133,1180,1,Loss/l_ce,0.25600457191467285
1786110693.9295714,1180,1,Loss/l_total,0.25600457191467285
1786110693.9295988,1180,1,LR,9.99931462820376e-05
1786110708.8983362,1200,1,Loss/l_ce,0.2288060188293457
1786110708.8985393,1200,1,Loss/l_total,0.2288060188293457
1786110708.8985653,1200,1,LR,9.99931462820376e-05
1786110718.0559611,1220,1,Loss/l_ce,0.3645176887512207
1786110718.0561438,1220,1,Loss/l_total,0.3645176887512207
1786110718.056169,1220,1,LR,9.99931462820376e-05
1786110728.834454,1240,1,Loss/l_ce,1.8722350597381592
1786110728.8346179,1240,1,Loss/l_total,1.8722350597381592
1786110728.8346393,1240,1,LR,9.99931462820376e-05
